Timestamp, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
1:43:00 PM,0x1e7d14,0x3930a,0x29f,0x1dd494,0x2fe72,0x14e24,0x99f8,0x30208000,0x0,0xf,0xc,0x16,0x16,0x3278,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:03 PM,0x1e8638,0x39366,0x29f,0x1ddda2,0x2feb1,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x3b6d,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:05 PM,0x1e8f56,0x393b3,0x29f,0x1de6b5,0x2fee8,0x14b69,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x445b,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:08 PM,0x1e9867,0x39425,0x29c,0x1defb8,0x2ff38,0x14b69,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x4d40,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:10 PM,0x1ea181,0x3947f,0x29f,0x1df8bb,0x2ff6d,0x145e7,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x5634,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:13 PM,0x1eaaa5,0x394cd,0x29c,0x1e01d3,0x2ffab,0x14b69,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x5f52,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:15 PM,0x1eb3c9,0x39507,0x29f,0x1e0ae8,0x2ffda,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x6862,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:18 PM,0x1ebceb,0x39580,0x29f,0x1e13f8,0x30033,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x715a,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:21 PM,0x1ec609,0x395c2,0x293,0x1e1d09,0x30063,0x148a5,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x7a4c,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:23 PM,0x1ecfd5,0x395ea,0x287,0x1e26c3,0x30077,0x14b69,0xa168,0x30208000,0x0,0xf,0xc,0x16,0xc,0x8340,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:26 PM,0x1ed931,0x39610,0x293,0x1e3001,0x30093,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0xc,0x8c4a,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:28 PM,0x1ee264,0x39627,0x296,0x1e3915,0x300a6,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0xc,0x955e,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:31 PM,0x1eeb9a,0x39638,0x29f,0x1e422d,0x300b2,0x145e7,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0xc,0x9e64,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:33 PM,0x1ef4c5,0x39649,0x2a2,0x1e4b49,0x300c0,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0xc,0xa75a,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:36 PM,0x1efdee,0x3965e,0x296,0x1e545d,0x300d2,0x14e24,0x99f8,0x30208000,0x0,0xf,0xc,0x16,0xc,0xb044,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:38 PM,0x1f0727,0x39679,0x296,0x1e5d74,0x300eb,0x14b69,0xa168,0x30208000,0x0,0xf,0xc,0x16,0xc,0xb92d,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:41 PM,0x1f105b,0x3968b,0x293,0x1e6695,0x300fa,0x148a5,0x99f8,0x30208000,0x0,0xf,0xc,0x16,0xc,0xc242,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:43 PM,0x1f1995,0x396a3,0x29c,0x1e6fae,0x3010c,0x14e24,0xa168,0x30208000,0x0,0xf,0xb,0x16,0xb,0xcb55,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:46 PM,0x1f22c1,0x396ba,0x293,0x1e78c5,0x3011f,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0xc,0xd452,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:48 PM,0x1f2c00,0x396e2,0x29f,0x1e81eb,0x30144,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0xc,0xdd3b,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:51 PM,0x1f3519,0x39713,0x29f,0x1e8af8,0x30171,0x145e7,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0xc,0xe629,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:53 PM,0x1f3e3e,0x3973f,0x287,0x1e9404,0x30199,0x148a5,0x99f8,0x30208000,0x0,0xe,0xc,0x16,0xc,0xef22,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:56 PM,0x1f4759,0x39777,0x293,0x1e9d08,0x301cc,0x148a5,0xa168,0x30208000,0x0,0xe,0xc,0x16,0xc,0xf82b,0x1d,0x0,0x0,0x0,0x0,0x0,0x0
1:43:58 PM,0x1f5083,0x397d1,0x293,0x1ea618,0x3021f,0x14b69,0x9640,0x30208000,0x0,0xd,0xc,0x16,0xc,0x141,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:01 PM,0x1f599a,0x39808,0x29f,0x1eaf1e,0x30253,0x14e24,0x9db0,0x30208000,0x0,0xd,0xc,0x16,0xc,0xa30,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:03 PM,0x1f62db,0x39838,0x27e,0x1eb852,0x30270,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x131b,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:06 PM,0x1f6bfd,0x3986b,0x27e,0x1ec168,0x3027b,0x148a5,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x1c10,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:08 PM,0x1f7530,0x398a0,0x287,0x1eca8c,0x30292,0x145e7,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x2505,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:11 PM,0x1f7e4e,0x398bb,0x284,0x1ed3a4,0x3029f,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x2e19,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:13 PM,0x1f877d,0x398f8,0x284,0x1edcbd,0x302b1,0x145e7,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x3726,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:16 PM,0x1f90af,0x39939,0x287,0x1ee5dd,0x302c9,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x4017,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:18 PM,0x1f99df,0x39969,0x27e,0x1eef00,0x302db,0x14b69,0x9640,0x30208000,0x0,0xf,0xc,0x16,0x16,0x490d,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:21 PM,0x1fa315,0x399a3,0x27b,0x1ef812,0x302eb,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x51f9,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:24 PM,0x1fac4d,0x399ca,0x287,0x1f013a,0x302fa,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x5afd,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:26 PM,0x1fb58b,0x39a0c,0x281,0x1f0a5e,0x30317,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0x6412,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:29 PM,0x1fbeb3,0x39a39,0x27b,0x1f1372,0x30327,0x148a5,0x9640,0x30208000,0x0,0xf,0xc,0x16,0x16,0x6d13,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:31 PM,0x1fc7dd,0x39a78,0x281,0x1f1c84,0x30339,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x75fa,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:34 PM,0x1fd10b,0x39aa4,0x27b,0x1f25a7,0x30349,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x7eed,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:36 PM,0x1fda35,0x39aeb,0x281,0x1f2ec2,0x30362,0x148a5,0x99f8,0x30208000,0x0,0xe,0xc,0x16,0x16,0x87d9,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:39 PM,0x1fe362,0x39b0c,0x287,0x1f37e2,0x3036f,0x14e24,0x99f8,0x30208000,0x0,0xe,0xc,0x17,0x17,0x90dc,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:41 PM,0x1fec94,0x39b30,0x287,0x1f4109,0x3037e,0x14b69,0x9db0,0x30208000,0x0,0xe,0xc,0x17,0x17,0x99f3,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:44 PM,0x1ff5c3,0x39b60,0x28a,0x1f4a22,0x3038b,0x14b69,0x99f8,0x30208000,0x0,0xf,0xc,0x16,0x16,0xa2ff,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:46 PM,0x1ffef8,0x39b9d,0x287,0x1f5346,0x3039f,0x14e24,0x99f8,0x30208000,0x0,0xe,0xc,0x16,0x16,0xabf4,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:49 PM,0x200822,0x39bd9,0x287,0x1f5c62,0x303ae,0x145e7,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xb4ec,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:51 PM,0x201140,0x39c01,0x27e,0x1f6573,0x303bc,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0xbdd6,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:54 PM,0x201a64,0x39c24,0x284,0x1f6e90,0x303c8,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xc6d4,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:56 PM,0x202398,0x39c64,0x284,0x1f77aa,0x303dd,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xcfeb,0x1e,0x0,0x0,0x0,0x0,0x0,0x0
1:44:59 PM,0x202cbf,0x39c88,0x27b,0x1f80c7,0x303e9,0x14e24,0x99f8,0x30208000,0x0,0xf,0xb,0x16,0x16,0xd8f8,0x1e,0x0,0x0,0x0,0x0,0x0,0x0


1:49:01 PM,0x239797,0x3bc9b,0x287,0x22e6cb,0x31867,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0x37af,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:03 PM,0x23a0b9,0x3bcf9,0x281,0x22efe2,0x318a7,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x40aa,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:06 PM,0x23a9e0,0x3bd45,0x281,0x22f8f5,0x318d7,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x49ca,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:08 PM,0x23b303,0x3bdcb,0x27e,0x230202,0x31930,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x52d3,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:11 PM,0x23bc1d,0x3be1b,0x287,0x230b0b,0x31960,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0x5bc5,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:13 PM,0x23c538,0x3be75,0x281,0x231420,0x3199b,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x64b7,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:16 PM,0x23ce5c,0x3bee7,0x284,0x231d39,0x319f4,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x6dab,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:18 PM,0x23d77a,0x3bf37,0x287,0x23264f,0x31a24,0x14b69,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0x76b1,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:21 PM,0x23e091,0x3bf80,0x281,0x232f63,0x31a5d,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x7fc6,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:23 PM,0x23e9a7,0x3bfcf,0x281,0x23386c,0x31a8d,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0x88ce,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:26 PM,0x23f2c5,0x3c03c,0x1eb,0x234183,0x31aed,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x91bf,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:28 PM,0x23fbe9,0x3c091,0x284,0x234a8e,0x31b26,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x9ab5,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:31 PM,0x240501,0x3c0d3,0x287,0x23539e,0x31b56,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xa3a6,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:33 PM,0x240e1b,0x3c125,0x287,0x235ca7,0x31b8a,0x14b69,0xa168,0x30208000,0x0,0xd,0xc,0x16,0x16,0xaca7,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:36 PM,0x24173b,0x3c197,0x287,0x2365bc,0x31bea,0x14e24,0xa168,0x30208000,0x0,0xd,0xc,0x16,0x16,0xb5bb,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:39 PM,0x242051,0x3c1de,0x284,0x236ec8,0x31c1a,0x14b69,0x9640,0x30208000,0x0,0xf,0xc,0x16,0x16,0xbec1,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:41 PM,0x24296b,0x3c234,0x28a,0x2377dd,0x31c53,0x14e24,0xa168,0x30208000,0x0,0xf,0xc,0x16,0x16,0xc7b3,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:44 PM,0x243284,0x3c28a,0x287,0x2380e2,0x31c83,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xd0a4,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:46 PM,0x243ba9,0x3c310,0x281,0x2389f3,0x31cec,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xd994,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:49 PM,0x2444b9,0x3c360,0x287,0x2392fc,0x31d1c,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xe294,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:51 PM,0x244de2,0x3c3ae,0x281,0x239c11,0x31d4c,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xebae,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:54 PM,0x2456f7,0x3c403,0x27e,0x23a51c,0x31d85,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xf4a4,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:56 PM,0x246011,0x3c46b,0x287,0x23ae2f,0x31dd4,0x14e24,0x99f8,0x30208000,0x0,0xe,0xc,0x16,0x16,0xfd99,0x2,0x1,0x0,0x0,0x0,0x0,0x0
1:49:59 PM,0x246925,0x3c4d5,0x284,0x23b739,0x31e1d,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x685,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:01 PM,0x247241,0x3c51f,0x287,0x23c04d,0x31e4d,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xf76,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:04 PM,0x247b5f,0x3c565,0x284,0x23c959,0x31e7d,0x14e24,0x9db0,0x30208000,0x0,0xf,0xc,0x16,0x16,0x187e,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:06 PM,0x2484ad,0x3c5ca,0x2a8,0x23d28d,0x31ebe,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x2195,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:09 PM,0x248de3,0x3c5f7,0x2a5,0x23dba3,0x31ecc,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x2a91,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:11 PM,0x249717,0x3c611,0x2ab,0x23e4ba,0x31ed8,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x3380,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:14 PM,0x24a037,0x3c62b,0x2a8,0x23edc5,0x31ee3,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x3c6d,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:16 PM,0x24a973,0x3c662,0x2a2,0x23f6e5,0x31efc,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x455e,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:19 PM,0x24b2a4,0x3c68d,0x2a8,0x240003,0x31f0f,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0x4e71,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:21 PM,0x24bbd7,0x3c6bd,0x284,0x24091e,0x31f1e,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0x5790,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:24 PM,0x24c512,0x3c6eb,0x287,0x24123a,0x31f2e,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x6085,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:26 PM,0x24ce53,0x3c71f,0x287,0x241b61,0x31f49,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x6979,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:29 PM,0x24d77a,0x3c750,0x287,0x24247a,0x31f58,0x14e24,0x99f8,0x30208000,0x0,0xe,0xc,0x16,0x16,0x7269,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:31 PM,0x24e0b0,0x3c77b,0x284,0x242d9c,0x31f6b,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x7b5d,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:34 PM,0x24e9e5,0x3c7a1,0x2ab,0x2436bb,0x31f7a,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x847d,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:37 PM,0x24f334,0x3c7dc,0x281,0x243fe3,0x31f96,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x8d92,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:39 PM,0x24fc64,0x3c7f6,0x284,0x244903,0x31fa5,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x9689,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:42 PM,0x250587,0x3c818,0x284,0x245217,0x31fb5,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0x9f6e,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:44 PM,0x250eab,0x3c83e,0x2a8,0x245b22,0x31fc1,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xa858,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:47 PM,0x2517d2,0x3c876,0x2a8,0x24643b,0x31fd8,0x14e24,0x9db0,0x30208000,0x0,0xe,0xc,0x16,0x16,0xb14a,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:49 PM,0x252124,0x3c892,0x287,0x246d75,0x31fe4,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xb912,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:52 PM,0x252a56,0x3c8b5,0x28a,0x24768f,0x31ff2,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xc19e,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:54 PM,0x253380,0x3c8d3,0x287,0x247fad,0x31ffd,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xca99,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:57 PM,0x253ca2,0x3c907,0x287,0x2488c2,0x32011,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xd37c,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:50:59 PM,0x2545c6,0x3c937,0x284,0x2491d0,0x3201c,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xdc68,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:51:02 PM,0x254ef4,0x3c96e,0x27e,0x249aec,0x32031,0x14e24,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xe562,0x3,0x1,0x0,0x0,0x0,0x0,0x0
1:51:04 PM,0x255823,0x3c9a4,0x287,0x24a409,0x32042,0x14b69,0xa168,0x30208000,0x0,0xe,0xc,0x16,0x16,0xee7c,0x3,0x1,0x0,0x0,0x0,0x0,0x0
